C,A,dC_dt,dA_dt,T_star,R_star,L_star,M_star,f_ras
0.575,0.4,-0.0131641,0.3102,9.66667,0.607073,0.666667,0.671794,1
0.6,0.4,-0.0235448,0.3276,10,0.613106,0.666667,0.675996,1
0.625,0.4,-0.0340607,0.345,10.3333,0.618668,0.666667,0.679734,1
0.65,0.4,-0.0446927,0.3624,10.6667,0.623806,0.666667,0.683075,1
0.675,0.4,-0.055425,0.3798,11,0.628558,0.666667,0.686074,1
0.7,0.4,-0.0662444,0.3972,11.3333,0.632961,0.666667,0.688775,1
0.725,0.4,-0.0771393,0.4146,11.6667,0.637047,0.666667,0.691216,1
0.75,0.4,-0.0881004,0.432,12,0.640843,0.666667,0.693431,1
0.775,0.4,-0.0991194,0.4494,12.3333,0.644376,0.666667,0.695446,1
0.8,0.4,-0.110189,0.4668,12.6667,0.647668,0.666667,0.697285,1
0.825,0.4,-0.121304,0.4842,13,0.650741,0.666667,0.698968,1
0.85,0.4,-0.132458,0.5016,13.3333,0.653612,0.666667,0.700512,1
0.875,0.4,-0.143648,0.519,13.6667,0.656298,0.666667,0.701932,1
0.9,0.4,-0.154868,0.5364,14,0.658815,0.666667,0.703242,1
0.925,0.4,-0.166117,0.5538,14.3333,0.661175,0.666667,0.704452,1
0.95,0.4,-0.17739,0.5712,14.6667,0.663392,0.666667,0.705573,1
0.975,0.4,-0.188685,0.5886,15,0.665476,0.666667,0.706613,1
1,0.4,-0.2,0.606,15.3333,0.667437,0.666667,0.707579,1
0,0.425,0.036627,-0.09875,2.125,0.153458,0.708333,0.0212345,1
0.025,0.425,0.039135,-0.082075,2.45833,0.19146,0.708333,0.0495794,1
0.05,0.425,0.0462446,-0.0654,2.79167,0.229118,0.708333,0.0954607,1
0.075,0.425,0.0570826,-0.048725,3.125,0.265544,0.708333,0.157157,1
0.1,0.425,0.0695352,-0.03205,3.45833,0.300142,0.708333,0.228168,1
0.125,0.425,0.0812701,-0.015375,3.79167,0.332553,0.708333,0.30042,1
0.15,0.425,0.0906363,0.0013,4.125,0.362606,0.708333,0.367569,1
0.175,0.425,0.0969136,0.017975,4.45833,0.390265,0.708333,0.426266,1
0.2,0.425,0.100083,0.03465,4.79167,0.415581,0.708333,0.475664,1
0.225,0.425,0.10049,0.051325,5.125,0.438668,0.708333,0.516376,1
0.25,0.425,0.0985976,0.068,5.45833,0.45967,0.708333,0.549621,1
0.275,0.425,0.0948553,0.084675,5.79167,0.478749,0.708333,0.576718,1
0.3,0.425,0.0896483,0.10135,6.125,0.496069,0.708333,0.598867,1
0.325,0.425,0.0832873,0.118025,6.45833,0.511792,0.708333,0.617072,1
0.35,0.425,0.0760153,0.1347,6.79167,0.526072,0.708333,0.632139,1
0.375,0.425,0.0680202,0.151375,7.125,0.539051,0.708333,0.644704,1
0.4,0.425,0.0594464,0.16805,7.45833,0.550861,0.708333,0.655267,1
0.425,0.425,0.0504057,0.184725,7.79167,0.56162,0.708333,0.664214,1
0.45,0.425,0.0409847,0.2014,8.125,0.571436,0.708333,0.671849,1
0.475,0.425,0.0312512,0.218075,8.45833,0.580404,0.708333,0.678412,1
0.5,0.425,0.0212589,0.23475,8.79167,0.588612,0.708333,0.684091,1
0.525,0.425,0.0110503,0.251425,9.125,0.596135,0.708333,0.689036,1
0.55,0.425,0.000659941,0.2681,9.45833,0.603042,0.708333,0.693367,1
0.575,0.425,-0.00988436,0.284775,9.79167,0.609393,0.708333,0.697181,1
0.6,0.425,-0.0205598,0.30145,10.125,0.615244,0.708333,0.700557,1
0.625,0.425,-0.0313474,0.318125,10.4583,0.620643,0.708333,0.703561,1
0.65,0.425,-0.0422316,0.3348,10.7917,0.625631,0.708333,0.706244,1
0.675,0.425,-0.0531993,0.351475,11.125,0.630249,0.708333,0.708651,1
0.7,0.425,-0.0642395,0.36815,11.4583,0.634529,0.708333,0.710819,1
0.725,0.425,-0.0753427,0.384825,11.7917,0.638503,0.708333,0.712779,1
0.75,0.425,-0.0865011,0.4015,12.125,0.642198,0.708333,0.714556,1
0.775,0.425,-0.0977078,0.418175,12.4583,0.645638,0.708333,0.716173,1
0.8,0.425,-0.108957,0.43485,12.7917,0.648845,0.708333,0.717649,1
0.825,0.425,-0.120244,0.451525,13.125,0.65184,0.708333,0.719,1
0.85,0.425,-0.131564,0.4682,13.4583,0.65464,0.708333,0.72024,1
0.875,0.425,-0.142913,0.484875,13.7917,0.657261,0.708333,0.72138,1
0.9,0.425,-0.154289,0.50155,14.125,0.659717,0.708333,0.722432,1
0.925,0.425,-0.165688,0.518225,14.4583,0.662023,0.708333,0.723404,1
0.95,0.425,-0.177107,0.5349,14.7917,0.664188,0.708333,0.724304,1
0.975,0.425,-0.188545,0.551575,15.125,0.666225,0.708333,0.725139,1
1,0.425,-0.2,0.56825,15.4583,0.668143,0.708333,0.725915,1
0,0.45,0.0414822,-0.1075,2.25,0.16768,0.75,0.0372625,1
0.025,0.45,0.0479934,-0.09155,2.58333,0.205677,0.75,0.0796624,1
0.05,0.45,0.0595074,-0.0756,2.91667,0.24296,0.75,0.141746,1
0.075,0.45,0.0738821,-0.05965,3.25,0.278756,0.75,0.217395,1
0.1,0.45,0.0881619,-0.0437,3.58333,0.312565,0.75,0.296805,1
0.125,0.45,0.0999997,-0.02775,3.91667,0.344104,0.75,0.371374,1
0.15,0.45,0.108271,-0.0118,4.25,0.373258,0.75,0.436286,1
0.175,0.45,0.11286,0.00415,4.58333,0.400028,0.75,0.490219,1
0.2,0.45,0.114185,0.0201,4.91667,0.424493,0.75,0.533917,1
0.225,0.45,0.112835,0.03605,5.25,0.44678,0.75,0.568942,1
0.25,0.45,0.109374,0.052,5.58333,0.467041,0.75,0.596971,1
0.275,0.45,0.104277,0.06795,5.91667,0.485441,0.75,0.619486,1
0.3,0.45,0.0979184,0.0839,6.25,0.502144,0.75,0.637697,1
0.325,0.45,0.0905824,0.09985,6.58333,0.517308,0.75,0.652551,1
0.35,0.45,0.0824842,0.1158,6.91667,0.531084,0.75,0.664778,1
0.375,0.45,0.0737855,0.13175,7.25,0.54361,0.75,0.674935,1
0.4,0.45,0.0646088,0.1477,7.58333,0.555013,0.75,0.683448,1
0.425,0.45,0.0550473,0.16365,7.91667,0.565406,0.75,0.690645,1
0.45,0.45,0.0451726,0.1796,8.25,0.574893,0.75,0.696779,1
0.475,0.45,0.0350407,0.19555,8.58333,0.583567,0.75,0.702045,1
0.5,0.45,0.0246954,0.2115,8.91667,0.591509,0.75,0.706599,1
0.525,0.45,0.0141716,0.22745,9.25,0.598793,0.75,0.710563,1
0.55,0.45,0.00349752,0.2434,9.58333,0.605486,0.75,0.714034,1
0.575,0.45,-0.00730407,0.25935,9.91667,0.611643,0.75,0.71709,1
0.6,0.45,-0.0182145,0.2753,10.25,0.617319,0.75,0.719796,1
0.625,0.45,-0.0292182,0.29125,10.5833,0.622559,0.75,0.722203,1
0.65,0.45,-0.0403024,0.3072,10.9167,0.627404,0.75,0.724354,1
0.675,0.45,-0.0514564,0.32315,11.25,0.631892,0.75,0.726284,1
0.7,0.45,-0.0626708,0.3391,11.5833,0.636053,0.75,0.728023,1
0.725,0.45,-0.0739381,0.35505,11.9167,0.63992,0.75,0.729595,1
0.75,0.45,-0.0852517,0.371,12.25,0.643516,0.75,0.731021,1
0.775,0.45,-0.0966059,0.38695,12.5833,0.646867,0.75,0.732319,1
0.8,0.45,-0.107996,0.4029,12.9167,0.649992,0.75,0.733504,1
0.825,0.45,-0.119417,0.41885,13.25,0.652912,0.75,0.734589,1
0.85,0.45,-0.130867,0.4348,13.5833,0.655643,0.75,0.735585,1
0.875,0.45,-0.142341,0.45075,13.9167,0.658201,0.75,0.736501,1
0.9,0.45,-0.153838,0.4667,14.25,0.660599,0.75,0.737347,1
0.925,0.45,-0.165354,0.48265,14.5833,0.66285,0.75,0.738128,1
0.95,0.45,-0.176887,0.4986,14.9167,0.664967,0.75,0.738852,1
0.975,0.45,-0.188437,0.51455,15.25,0.666958,0.75,0.739524,1
1,0.45,-0.2,0.5305,15.5833,0.668833,0.75,0.740149,1
0,0.475,0.0489703,-0.11625,2.375,0.181951,0.791667,0.0620497,1
0.025,0.475,0.0602886,-0.101025,2.70833,0.21979,0.791667,0.121477,1
0.05,0.475,0.0760867,-0.0858,3.04167,0.25659,0.791667,0.199649,1
0.075,0.475,0.0929106,-0.070575,3.375,0.291687,0.791667,0.285646,1
0.1,0.475,0.10752,-0.05535,3.70833,0.324667,0.791667,0.368132,1
0.125,0.475,0.118149,-0.040125,4.04167,0.355318,0.791667,0.440099,1
0.15,0.475,0.124463,-0.0249,4.375,0.383573,0.791667,0.499327,1
0.175,0.475,0.126926,-0.009675,4.70833,0.409466,0.791667,0.546564,1
0.2,0.475,0.126267,0.00555,5.04167,0.433098,0.791667,0.58374,1
0.225,0.475,0.123189,0.020775,5.375,0.454606,0.791667,0.612941,1
0.25,0.475,0.118275,0.036,5.70833,0.47415,0.791667,0.635985,1
0.275,0.475,0.111974,0.051225,6.04167,0.491895,0.791667,0.654319,1
0.3,0.475,0.104619,0.06645,6.375,0.508002,0.791667,0.669052,1
0.325,0.475,0.0964566,0.081675,6.70833,0.522629,0.791667,0.681017,1
0.35,0.475,0.0876689,0.0969,7.04167,0.535921,0.791667,0.690838,1
0.375,0.475,0.0783899,0.112125,7.375,0.548012,0.791667,0.69898,1
0.4,0.475,0.06872,0.12735,7.70833,0.559023,0.791667,0.705797,1
0.425,0.475,0.0587352,0.142575,8.04167,0.569065,0.791667,0.711557,1
0.45,0.475,0.0484939,0.1578,8.375,0.578237,0.791667,0.716464,1
0.475,0.475,0.0380412,0.173025,8.70833,0.586627,0.791667,0.720678,1
0.5,0.475,0.0274128,0.18825,9.04167,0.594314,0.791667,0.724322,1
0.525,0.475,0.0166369,0.203475,9.375,0.601369,0.791667,0.727495,1
0.55,0.475,0.00573641,0.2187,9.70833,0.607854,0.791667,0.730275,1
0.575,0.475,-0.00527005,0.233925,10.0417,0.613826,0.791667,0.732724,1
0.6,0.475,-0.0163672,0.24915,10.375,0.619333,0.791667,0.734893,1
0.625,0.475,-0.0275424,0.264375,10.7083,0.62442,0.791667,0.736823,1
0.65,0.475,-0.0387851,0.2796,11.0417,0.629127,0.791667,0.738549,1
0.675,0.475,-0.0500863,0.294825,11.375,0.633489,0.791667,0.740099,1
0.7,0.475,-0.0614385,0.31005,11.7083,0.637536,0.791667,0.741496,1
0.725,0.475,-0.0728354,0.325275,12.0417,0.641299,0.791667,0.742759,1
0.75,0.475,-0.0842713,0.3405,12.375,0.6448,0.791667,0.743906,1
0.775,0.475,-0.0957416,0.355725,12.7083,0.648064,0.791667,0.74495,1
0.8,0.475,-0.107242,0.37095,13.0417,0.65111,0.791667,0.745904,1
0.825,0.475,-0.11877,0.386175,13.375,0.653957,0.791667,0.746778,1
0.85,0.475,-0.130321,0.4014,13.7083,0.656622,0.791667,0.74758,1
0.875,0.475,-0.141893,0.416625,14.0417,0.659118,0.791667,0.748319,1
0.9,0.475,-0.153484,0.43185,14.375,0.66146,0.791667,0.749,1
0.925,0.475,-0.165092,0.447075,14.7083,0.663659,0.791667,0.749631,1
0.95,0.475,-0.176715,0.4623,15.0417,0.665727,0.791667,0.750215,1
0.975,0.475,-0.188352,0.477525,15.375,0.667674,0.791667,0.750757,1
1,0.475,-0.2,0.49275,15.7083,0.669509,0.791667,0.751262,1
0,0.5,0.0598113,-0.125,2.5,0.196208,0.833333,0.0979961,1
0.025,0.5,0.0761873,-0.1105,2.83333,0.233754,0.833333,0.175593,1
0.05,0.5,0.09531,-0.096,3.16667,0.269978,0.833333,0.26681,1
0.075,0.5,0.112938,-0.0815,3.5,0.304318,0.833333,0.357477,1
0.1,0.5,0.126349,-0.067,3.83333,0.33644,0.833333,0.437485,1
0.125,0.5,0.134778,-0.0525,4.16667,0.366194,0.833333,0.503017,1
0.15,0.5,0.138669,-0.038,4.5,0.393555,0.833333,0.55457,1
0.175,0.5,0.138897,-0.0235,4.83333,0.418586,0.833333,0.594431,1
0.2,0.5,0.136333,-0.009,5.16667,0.441404,0.833333,0.62516,1
0.225,0.5,0.131692,0.0055,5.5,0.462157,0.833333,0.64897,1
0.25,0.5,0.125511,0.02,5.83333,0.481006,0.833333,0.667595,1
0.275,0.5,0.118186,0.0345,6.16667,0.498118,0.833333,0.682331,1
0.3,0.5,0.110001,0.049,6.5,0.513653,0.833333,0.694133,1
0.325,0.5,0.101159,0.0635,6.83333,0.527763,0.833333,0.7037,1
0.35,0.5,0.0918085,0.078,7.16667,0.540589,0.833333,0.711544,1
0.375,0.5,0.0820592,0.0925,7.5,0.552261,0.833333,0.718046,1
0.4,0.5,0.0719915,0.107,7.83333,0.562897,0.833333,0.723491,1
0.425,0.5,0.0616667,0.1215,8.16667,0.572601,0.833333,0.728093,1
0.45,0.5,0.0511315,0.136,8.5,0.58147,0.833333,0.732016,1
0.475,0.5,0.0404223,0.1505,8.83333,0.589588,0.833333,0.735387,1
0.5,0.5,0.0295677,0.165,9.16667,0.59703,0.833333,0.738306,1
0.525,0.5,0.0185908,0.1795,9.5,0.603865,0.833333,0.740849,1
0.55,0.5,0.00750992,0.194,9.83333,0.610151,0.833333,0.743078,1
0.575,0.5,-0.00365961,0.2085,10.1667,0.615943,0.833333,0.745044,1
0.6,0.5,-0.0149053,0.223,10.5,0.621288,0.833333,0.746787,1
0.625,0.5,-0.0262168,0.2375,10.8333,0.626228,0.833333,0.748339,1
0.65,0.5,-0.0375853,0.252,11.1667,0.630801,0.833333,0.749728,1
0.675,0.5,-0.0490034,0.2665,11.5,0.635042,0.833333,0.750976,1
0.7,0.5,-0.0604649,0.281,11.8333,0.638979,0.833333,0.752101,1
0.725,0.5,-0.0719643,0.2955,12.1667,0.642641,0.833333,0.75312,1
0.75,0.5,-0.0834971,0.31,12.5,0.646051,0.833333,0.754046,1
0.775,0.5,-0.0950593,0.3245,12.8333,0.649231,0.833333,0.754889,1
0.8,0.5,-0.106648,0.339,13.1667,0.6522,0.833333,0.75566,1
0.825,0.5,-0.118259,0.3535,13.5,0.654977,0.833333,0.756366,1
0.85,0.5,-0.12989,0.368,13.8333,0.657577,0.833333,0.757015,1
0.875,0.5,-0.14154,0.3825,14.1667,0.660014,0.833333,0.757613,1
0.9,0.5,-0.153206,0.397,14.5,0.662301,0.833333,0.758165,1
0.925,0.5,-0.164886,0.4115,14.8333,0.66445,0.833333,0.758676,1
0.95,0.5,-0.17658,0.426,15.1667,0.666471,0.833333,0.75915,1
0.975,0.5,-0.188285,0.4405,15.5,0.668375,0.833333,0.75959,1
1,0.5,-0.2,0.455,15.8333,0.670169,0.833333,0.759999,1
0,0.525,0.0744508,-0.13375,2.625,0.210395,0.875,0.146586,1
0.025,0.525,0.0952423,-0.119975,2.95833,0.247529,0.875,0.240481,1
0.05,0.525,0.115974,-0.1062,3.29167,0.283099,0.875,0.339007,1
0.075,0.525,0.132619,-0.092425,3.625,0.316635,0.875,0.428044,1
0.1,0.525,0.143643,-0.07865,3.95833,0.347879,0.875,0.501134,1
0.125,0.525,0.149335,-0.064875,4.29167,0.376733,0.875,0.558031,1
0.15,0.525,0.150707,-0.0511,4.625,0.40321,0.875,0.601297,1
0.175,0.525,0.148824,-0.037325,4.95833,0.427395,0.875,0.63403,1
0.2,0.525,0.144564,-0.02355,5.29167,0.44942,0.875,0.658921,1
0.225,0.525,0.13858,-0.009775,5.625,0.469439,0.875,0.67805,1
0.25,0.525,0.131339,0.004,5.95833,0.487618,0.875,0.692943,1
0.275,0.525,0.123171,0.017775,6.29167,0.50412,0.875,0.704697,1
0.3,0.525,0.114308,0.03155,6.625,0.519103,0.875,0.714102,1
0.325,0.525,0.104916,0.045325,6.95833,0.532716,0.875,0.721724,1
0.35,0.525,0.0951136,0.0591,7.29167,0.545095,0.875,0.727978,1
0.375,0.525,0.084987,0.072875,7.625,0.556365,0.875,0.733166,1
0.4,0.525,0.074601,0.08665,7.95833,0.56664,0.875,0.737514,1
0.425,0.525,0.0640042,0.100425,8.29167,0.57602,0.875,0.741194,1
0.45,0.525,0.0532342,0.1142,8.625,0.584598,0.875,0.744336,1
0.475,0.525,0.0423201,0.127975,8.95833,0.592454,0.875,0.747038,1
0.5,0.525,0.031285,0.14175,9.29167,0.599661,0.875,0.749381,1
0.525,0.525,0.0201475,0.155525,9.625,0.606283,0.875,0.751424,1
0.55,0.525,0.00892272,0.1693,9.95833,0.612378,0.875,0.753218,1
0.575,0.525,-0.00237697,0.183075,10.2917,0.617997,0.875,0.754801,1
0.6,0.525,-0.0137412,0.19685,10.625,0.623186,0.875,0.756207,1
0.625,0.525,-0.0251614,0.210625,10.9583,0.627984,0.875,0.75746,1
0.65,0.525,-0.0366303,0.2244,11.2917,0.632429,0.875,0.758582,1
0.675,0.525,-0.0481417,0.238175,11.625,0.636552,0.875,0.759591,1
0.7,0.525,-0.0596902,0.25195,11.9583,0.640383,0.875,0.760502,1
0.725,0.525,-0.0712714,0.265725,12.2917,0.643948,0.875,0.761327,1
0.75,0.525,-0.0828814,0.2795,12.625,0.647269,0.875,0.762078,1
0.775,0.525,-0.0945168,0.293275,12.9583,0.650368,0.875,0.762762,1
0.8,0.525,-0.106175,0.30705,13.2917,0.653263,0.875,0.763387,1
0.825,0.525,-0.117853,0.320825,13.625,0.655972,0.875,0.763961,1
0.85,0.525,-0.129548,0.3346,13.9583,0.658509,0.875,0.764489,1
0.875,0.525,-0.14126,0.348375,14.2917,0.660888,0.875,0.764975,1
0.9,0.525,-0.152985,0.36215,14.625,0.663122,0.875,0.765425,1
0.925,0.525,-0.164723,0.375925,14.9583,0.665222,0.875,0.765841,1
0.95,0.525,-0.176472,0.3897,15.2917,0.667198,0.875,0.766227,1
0.975,0.525,-0.188232,0.403475,15.625,0.66906,0.875,0.766585,1
1,0.525,-0.2,0.41725,15.9583,0.670816,0.875,0.766919,1
0,0.55,0.0927743,-0.1425,2.75,0.224463,0.916667,0.207439,1
0.025,0.55,0.116363,-0.12945,3.08333,0.261081,0.916667,0.312414,1
0.05,0.55,0.136643,-0.1164,3.41667,0.295931,0.916667,0.411205,1
0.075,0.55,0.150831,-0.10335,3.75,0.328628,0.916667,0.493299,1
0.1,0.55,0.158799,-0.0903,4.08333,0.358981,0.916667,0.556849,1
0.125,0.55,0.161644,-0.07725,4.41667,0.386937,0.916667,0.604462,1
0.15,0.55,0.160655,-0.0642,4.75,0.412541,0.916667,0.639819,1
0.175,0.55,0.156913,-0.05115,5.08333,0.435899,0.916667,0.666193,1
0.2,0.55,0.151214,-0.0381,5.41667,0.457153,0.916667,0.686091,1
0.225,0.55,0.144118,-0.02505,5.75,0.476463,0.916667,0.701321,1
0.25,0.55,0.136012,-0.012,6.08333,0.493994,0.916667,0.713159,1
0.275,0.55,0.127163,0.00105,6.41667,0.509909,0.916667,0.722501,1
0.3,0.55,0.117757,0.0141,6.75,0.524361,0.916667,0.729981,1
0.325,0.55,0.107924,0.02715,7.08333,0.537495,0.916667,0.736051,1
0.35,0.55,0.0977597,0.0402,7.41667,0.549445,0.916667,0.741038,1
0.375,0.55,0.0873317,0.05325,7.75,0.560329,0.916667,0.745183,1
0.4,0.55,0.0766914,0.0663,8.08333,0.570257,0.916667,0.748663,1
0.425,0.55,0.0658774,0.07935,8.41667,0.579327,0.916667,0.751613,1
0.45,0.55,0.0549197,0.0924,8.75,0.587625,0.916667,0.754136,1
0.475,0.55,0.0438417,0.10545,9.08333,0.595229,0.916667,0.75631,1
0.5,0.55,0.032662,0.1185,9.41667,0.60221,0.916667,0.758196,1
0.525,0.55,0.0213959,0.13155,9.75,0.608628,0.916667,0.759845,1
0.55,0.55,0.0100557,0.1446,10.0833,0.614539,0.916667,0.761294,1
0.575,0.55,-0.00134837,0.15765,10.4167,0.619991,0.916667,0.762575,1
0.6,0.55,-0.0128077,0.1707,10.75,0.625029,0.916667,0.763713,1
0.625,0.55,-0.0243152,0.18375,11.0833,0.629691,0.916667,0.764729,1
0.65,0.55,-0.0358646,0.1968,11.4167,0.634011,0.916667,0.765639,1
0.675,0.55,-0.0474508,0.20985,11.75,0.638022,0.916667,0.766459,1
0.7,0.55,-0.0590692,0.2229,12.0833,0.64175,0.916667,0.7672,1
0.725,0.55,-0.0707161,0.23595,12.4167,0.645221,0.916667,0.767872,1
0.75,0.55,-0.0823881,0.249,12.75,0.648456,0.916667,0.768484,1
0.775,0.55,-0.0940822,0.26205,13.0833,0.651477,0.916667,0.769042,1
0.8,0.55,-0.105796,0.2751,13.4167,0.6543,0.916667,0.769552,1
0.825,0.55,-0.117527,0.28815,13.75,0.656943,0.916667,0.770021,1
0.85,0.55,-0.129274,0.3012,14.0833,0.659419,0.916667,0.770452,1
0.875,0.55,-0.141035,0.31425,14.4167,0.661742,0.916667,0.77085,1
0.9,0.55,-0.152808,0.3273,14.75,0.663925,0.916667,0.771218,1
0.925,0.55,-0.164592,0.34035,15.0833,0.665977,0.916667,0.771558,1
0.95,0.55,-0.176386,0.3534,15.4167,0.667909,0.916667,0.771874,1
0.975,0.55,-0.188189,0.36645,15.75,0.669731,0.916667,0.772169,1
1,0.55,-0.2,0.3795,16.0833,0.671449,0.916667,0.772443,1
0,0.575,0.113943,-0.15125,2.875,0.238368,0.958333,0.277756,1
0.025,0.575,0.138059,-0.138925,3.20833,0.274383,0.958333,0.386293,1
0.05,0.575,0.156032,-0.1266,3.54167,0.308459,0.958333,0.478891,1
0.075,0.575,0.166869,-0.114275,3.875,0.340291,0.958333,0.550702,1
0.1,0.575,0.171613,-0.10195,4.20833,0.369745,0.958333,0.603872,1
0.125,0.575,0.171794,-0.089625,4.54167,0.39681,0.958333,0.642655,1
0.15,0.575,0.16874,-0.0773,4.875,0.421557,0.958333,0.671022,1
0.175,0.575,0.163434,-0.064975,5.20833,0.444108,0.958333,0.692015,1
0.2,0.575,0.156553,-0.05265,5.54167,0.464614,0.958333,0.707797,1
0.225,0.575,0.148558,-0.040325,5.875,0.483237,0.958333,0.719866,1
0.25,0.575,0.139757,-0.028,6.20833,0.500143,0.958333,0.729253,1
0.275,0.575,0.130364,-0.015675,6.54167,0.515491,0.958333,0.736673,1
0.3,0.575,0.120524,-0.00335,6.875,0.529433,0.958333,0.742624,1
0.325,0.575,0.110341,0.008975,7.20833,0.542109,0.958333,0.747465,1
0.35,0.575,0.0998879,0.0213,7.54167,0.553645,0.958333,0.751451,1
0.375,0.575,0.0892194,0.033625,7.875,0.564159,0.958333,0.754771,1
0.4,0.575,0.0783757,0.04595,8.20833,0.573754,0.958333,0.757565,1
0.425,0.575,0.0673878,0.058275,8.54167,0.582524,0.958333,0.759939,1
0.45,0.575,0.0562795,0.0706,8.875,0.590554,0.958333,0.761972,1
0.475,0.575,0.0450698,0.082925,9.20833,0.597917,0.958333,0.763727,1
0.5,0.575,0.0337739,0.09525,9.54167,0.604679,0.958333,0.765254,1
0.525,0.575,0.0224042,0.107575,9.875,0.610901,0.958333,0.76659,1
0.55,0.575,0.010971,0.1199,10.2083,0.616635,0.958333,0.767766,1
0.575,0.575,-0.000517339,0.132225,10.5417,0.621927,0.958333,0.768807,1
0.6,0.575,-0.0120535,0.14455,10.875,0.626819,0.958333,0.769733,1
0.625,0.575,-0.0236314,0.156875,11.2083,0.631349,0.958333,0.77056,1
0.65,0.575,-0.035246,0.1692,11.5417,0.63555,0.958333,0.771303,1
0.675,0.575,-0.0468926,0.181525,11.875,0.639452,0.958333,0.771973,1
0.7,0.575,-0.0585676,0.19385,12.2083,0.643081,0.958333,0.772579,1
0.725,0.575,-0.0702675,0.206175,12.5417,0.646461,0.958333,0.773129,1
0.75,0.575,-0.0819896,0.2185,12.875,0.649613,0.958333,0.77363,1
0.775,0.575,-0.0937312,0.230825,13.2083,0.652558,0.958333,0.774087,1
0.8,0.575,-0.10549,0.24315,13.5417,0.655311,0.958333,0.774506,1
0.825,0.575,-0.117265,0.255475,13.875,0.65789,0.958333,0.774891,1
0.85,0.575,-0.129053,0.2678,14.2083,0.660307,0.958333,0.775245,1
0.875,0.575,-0.140853,0.280125,14.5417,0.662577,0.958333,0.775572,1
0.9,0.575,-0.152665,0.29245,14.875,0.664709,0.958333,0.775875,1
0.925,0.575,-0.164486,0.304775,15.2083,0.666715,0.958333,0.776155,1
0.95,0.575,-0.176317,0.3171,15.5417,0.668605,0.958333,0.776416,1
0.975,0.575,-0.188155,0.329425,15.875,0.670386,0.958333,0.776658,1
1,0.575,-0.2,0.34175,16.2083,0.672068,0.958333,0.776884,1
0,0.6,0.136509,-0.16,3,0.252073,1,0.352712,1
0.025,0.6,0.158847,-0.1484,3.33333,0.287409,1,0.45705,1
0.05,0.6,0.173267,-0.1368,3.66667,0.320669,1,0.539004,1
0.075,0.6,0.18046,-0.1252,4,0.351617,1,0.59927,1
0.1,0.6,0.182168,-0.1136,4.33333,0.380172,1,0.642516,1
0.125,0.6,0.180025,-0.102,4.66667,0.406356,1,0.673527,1
0.15,0.6,0.175246,-0.0904,5,0.430263,1,0.696019,1
0.175,0.6,0.168664,-0.0788,5.33333,0.452028,1,0.712611,1
0.2,0.6,0.160833,-0.0672,5.66667,0.471809,1,0.725081,1
0.225,0.6,0.152119,-0.0556,6,0.489769,1,0.734631,1
0.25,0.6,0.142766,-0.044,6.33333,0.506073,1,0.742075,1
0.275,0.6,0.13294,-0.0324,6.66667,0.520877,1,0.747974,1
0.3,0.6,0.122756,-0.0208,7,0.534328,1,0.752721,1
0.325,0.6,0.112293,-0.0092,7.33333,0.546562,1,0.756591,1
0.35,0.6,0.10161,0.0024,7.66667,0.557702,1,0.759788,1
0.375,0.6,0.0907487,0.014,8,0.567859,1,0.762458,1
0.4,0.6,0.079742,0.0256,8.33333,0.577135,1,0.76471,1
0.425,0.6,0.0686142,0.0372,8.66667,0.585618,1,0.766627,1
0.45,0.6,0.0573845,0.0488,9,0.593389,1,0.768273,1
0.475,0.6,0.0460684,0.0604,9.33333,0.60052,1,0.769697,1
0.5,0.6,0.0346785,0.072,9.66667,0.607073,1,0.770938,1
0.525,0.6,0.0232248,0.0836,10,0.613106,1,0.772026,1
0.55,0.6,0.011716,0.0952,10.3333,0.618668,1,0.772985,1
0.575,0.6,0.000159271,0.1068,10.6667,0.623806,1,0.773835,1
0.6,0.6,-0.0114394,0.1184,11,0.628558,1,0.774593,1
0.625,0.6,-0.0230747,0.13,11.3333,0.632961,1,0.775271,1
0.65,0.6,-0.0347422,0.1416,11.6667,0.637047,1,0.77588,1
0.675,0.6,-0.0464381,0.1532,12,0.640843,1,0.77643,1
0.7,0.6,-0.0581592,0.1648,12.3333,0.644376,1,0.776928,1
0.725,0.6,-0.0699023,0.1764,12.6667,0.647668,1,0.77738,1
0.75,0.6,-0.0816652,0.188,13,0.650741,1,0.777792,1
0.775,0.6,-0.0934455,0.1996,13.3333,0.653612,1,0.778169,1
0.8,0.6,-0.105241,0.2112,13.6667,0.656298,1,0.778515,1
0.825,0.6,-0.117051,0.2228,14,0.658815,1,0.778833,1
0.85,0.6,-0.128873,0.2344,14.3333,0.661175,1,0.779126,1
0.875,0.6,-0.140706,0.246,14.6667,0.663392,1,0.779396,1
0.9,0.6,-0.152549,0.2576,15,0.665476,1,0.779647,1
0.925,0.6,-0.1644,0.2692,15.3333,0.667437,1,0.779879,1
0.95,0.6,-0.17626,0.2808,15.6667,0.669285,1,0.780095,1
0.975,0.6,-0.188127,0.2924,16,0.671028,1,0.780295,1
1,0.6,-0.2,0.304,16.3333,0.672674,1,0.780483,1
0,0.625,0.158808,-0.16875,3.125,0.265544,1.04167,0.426759,1
0.025,0.625,0.177615,-0.157875,3.45833,0.300142,1.04167,0.520881,1
0.05,0.625,0.187956,-0.147,3.79167,0.332553,1.04167,0.590162,1
