cell_id,sample_id,seurat_clusters,louvain_cluster,is_CSC,UMAP_1,UMAP_2,Lepr_expr,Krt14_expr,pseudotime,pseudotime_norm,CSC_signature_score
11M-MN-P1-C1-B3_S975Aligned.quant,11M,1,1,FALSE,-2.231966301702066,-2.623566215684479,0,4.065753435997482,NA,NA,-0.025483577707508406
11M-MN-P1-C1-B4_S976Aligned.quant,11M,0,0,TRUE,0.5476955921425388,2.278004462072784,0.11385232943774201,4.238527682886538,NA,NA,0.039311935439284434
11M-MN-P1-C1-B6_S978Aligned.quant,11M,1,1,FALSE,-0.5336180179343655,-1.8919344598556216,0.05510930917971458,3.9987831503961004,NA,NA,-0.059306258642882026
11M-MN-P1-C1-B7_S979Aligned.quant,11M,2,2,TRUE,2.1991519481911226,0.5509900843595809,0.3422539350841731,4.505228857225574,55.05622672439574,0.19863331571663048,0.028443100763536844
11M-MN-P1-C1-B8_S980Aligned.quant,11M,1,1,FALSE,1.6575305015816257,-1.1704527789855654,0.07469695269226097,3.958756592394231,NA,NA,-0.07022229429133314
11M-MN-P1-C1-B9_S981Aligned.quant,11M,3,3,FALSE,-2.847781225942178,0.8753923123573607,0.0843564578820712,3.608433973128863,25.434018573535567,0.0917615271120849,-0.03175065482742297
11M-MN-P1-C1-B10_S982Aligned.quant,11M,1,1,FALSE,-1.53927187611918,-1.2053259069228823,0,3.7562700068520547,40.91685404727551,0.14762091177785788,-0.046226089533311726
11M-MN-P1-C1-B11_S983Aligned.quant,11M,0,0,TRUE,0.4083438665642307,2.5499491041397397,0.2503765328046494,4.449948691572383,NA,NA,0.05622596436351476
11M-MN-P1-C1-B12_S984Aligned.quant,11M,2,2,FALSE,-4.276752516530557,1.7863053625320737,0.1083440207029358,4.74588912017755,65.94263402000793,0.2379095848331806,-0.07588620637407376
11M-MN-P1-C1-C1_S985Aligned.quant,11M,4,4,FALSE,-4.063454672597452,-0.7995054179931337,0.3785766762553443,4.514623753327692,NA,NA,-0.05877308929870174
11M-MN-P1-C1-C2_S986Aligned.quant,11M,3,3,FALSE,-1.8562014549003079,-0.7789506370330507,0.02695517007086422,3.600438319505294,28.61293419629994,0.10323050324977018,-0.03372342338540353
11M-MN-P1-C1-C3_S987Aligned.quant,11M,2,2,FALSE,1.1887885482086704,-0.8213884288573915,0,4.275792703334831,56.352840054766695,0.20331127169612812,-0.03774475237297144
11M-MN-P1-C1-C4_S988Aligned.quant,11M,1,1,FALSE,-0.8158395736442043,-3.191268747499054,0,4.5198836854045705,NA,NA,-0.06675342582085012
11M-MN-P1-C1-C5_S989Aligned.quant,11M,2,2,FALSE,0.09072656939168433,2.037185246298248,0.18979237797762671,4.821526674186776,51.17073028550774,0.18461511856111237,-0.022986424051902377
11M-MN-P1-C1-C6_S990Aligned.quant,11M,2,2,FALSE,-1.8220341651664211,2.7630996053909604,0,4.250898194201394,66.83112355884859,0.24111510096785713,-0.05967784163542034
11M-MN-P1-C1-C7_S991Aligned.quant,11M,4,4,FALSE,-4.1969523875937895,-0.5671390945220643,0.1429052778826574,4.50622694196751,NA,NA,-0.057615400454177665
11M-MN-P1-C1-C8_S992Aligned.quant,11M,1,1,FALSE,-0.3584903924689724,-1.8806541616225894,0.1495659024842927,3.917885903518035,NA,NA,-0.06758391815753784
11M-MN-P1-C1-C9_S993Aligned.quant,11M,4,4,FALSE,-3.1404529063926176,-0.2439159209037477,0,4.134382551358735,29.487960696504796,0.10638744707640901,-0.028158316431217245
11M-MN-P1-C1-C10_S994Aligned.quant,11M,3,3,TRUE,0.2784138471855686,0.49992566759341417,0.010477113268426106,2.1656157032728927,33.75558395974701,0.12178429152872979,0.1605751089534191
11M-MN-P1-C1-C11_S995Aligned.quant,11M,1,1,TRUE,2.8047414572014375,-0.914613669564789,0.024098943451943574,3.5418365361325015,NA,NA,0.030078058307322908
